==loop WT_1 WT_2 WT_3 TRT_1 TRT_2 TRT_3 baseMean log2FoldChange lfcSE pvalue padj
2601==2601 76 85 60 69 88 89 76.5923062463245 0.0715293884267331 0.191253882705449 0.606143227346799 0.999550476130121
2602==2602 140 146 109 139 142 138 133.549528949586 0.0380423352168136 0.174564921924 0.779662286449566 0.999550476130121
2603==2603 22 11 18 25 25 23 20.3282824784792 0.196295063562981 0.274080645316366 0.191073063380434 0.999550476130121
2604==2604 23 21 14 18 22 19 19.197435003395 0.000993800127940355 0.221620159772101 0.9950122657364 0.99993894890947
2605==2605 63 67 64 89 78 59 68.9032938672331 0.107147372995142 0.198652271834757 0.448094631936462 0.999550476130121
2606==2606 36 47 39 33 31 49 38.5700721933932 -0.0591226559043762 0.208046817979969 0.665168986951568 0.999550476130121
2607==2607 42 45 55 20 36 40 39.1156583668932 -0.330313892845672 0.299245368695718 0.0635995036316783 0.999550476130121
2608==2608 41 51 39 43 67 54 48.3619037903527 0.153432197601642 0.22134932333778 0.296672482585112 0.999550476130121
2609==2609 8 7 8 4 7 10 7.22190092261555 -0.0288091921720526 0.247558334435145 0.786202934352629 0.999550476130121
2610==2610 29 29 30 29 34 28 29.3750688442849 0.0110637723935161 0.208064474837961 0.935838740751534 0.999550476130121
2611==2611 48 51 35 36 36 46 41.3681391656727 -0.0963959522251332 0.211005106245927 0.489307019487136 0.999550476130121
2612==2612 69 56 53 86 77 71 67.5543865544698 0.223561525335055 0.223486817227404 0.149088572674776 0.999550476130121
2613==2613 56 74 49 66 53 69 60.2093293210423 0.0246196782011537 0.193578773128679 0.858393734734366 0.999550476130121
2614==2614 33 48 45 56 33 50 43.4786350387175 0.0539539474740094 0.206389529292503 0.694655855496094 0.999550476130121
2615==2615 13 12 14 13 11 14 12.6397096551351 -0.01638673442175 0.232507420009025 0.891828079407294 0.999550476130121
2616==2616 11 7 9 14 9 7 9.35581246911546 0.0291320398774733 0.242162282260778 0.799419879657425 0.999550476130121
2617==2617 54 42 59 91 75 79 65.5502515251172 0.460945187762099 0.273165398178811 0.0156472195661602 0.349527517721476
2618==2618 101 98 87 93 91 105 94.3584667274844 -0.00405640917849749 0.177759276082526 0.974773387556705 0.999550476130121
2619==2619 44 49 61 276 252 272 155.758952518991 2.30775711891649 0.239291184404936 3.16141877220179e-23 2.01972507293398e-20
2620==2620 12 15 8 16 8 11 11.4879789543882 -0.00521807113190414 0.236277219599364 0.963327361858879 0.999550476130121
2621==2621 93 97 95 71 119 96 93.6987833073158 -0.00930006929774174 0.185544327509243 0.944122713857026 0.999550476130121
2622==2622 16 13 10 18 14 21 15.0795142100691 0.135641422455049 0.25787983663833 0.317070847041375 0.999550476130121
2623==2623 35 59 83 65 59 64 59.9025208731206 0.0293759194228658 0.203280873793568 0.831545832583128 0.999550476130121
2624==2624 44 39 49 43 44 61 45.9322806310745 0.0682128829584276 0.203090108375112 0.622652532995024 0.999550476130121
2625==2625 48 76 47 63 56 61 57.5823160870405 0.0257747015312627 0.196020235228092 0.852298504390245 0.999550476130121
2626==2626 8 8 6 9 6 12 8.03382642780106 0.056211071608323 0.249827429075776 0.615166550159495 0.999550476130121
2627==2627 5 11 5 4 5 7 6.07447509539428 -0.0685842465638183 0.259636936049325 0.50555625085503 0.999550476130121
2628==2628 40 25 32 32 41 27 32.3344402195526 0.00902215144368649 0.209195783865465 0.947834087023713 0.999550476130121
2629==2629 5 3 3 6 3 6 4.2625300198113 0.0541343573871833 0.261682847840829 0.557292754366182 0.999550476130121
2632==2632 24 34 57 53 48 38 41.6740537608541 0.107328376789912 0.223708266388447 0.444545511704703 0.999550476130121
2633==2633 19 17 15 12 19 15 15.9239040567723 -0.053655814177751 0.231023788162672 0.673471095702191 0.999550476130121
2634==2634 13 16 22 19 17 23 18.0447641066623 0.0625826146979421 0.229638825599599 0.632073777190294 0.999550476130121
2635==2635 41 55 42 144 148 192 101.616633546834 1.71474460907569 0.262368265149322 3.8645915952471e-12 1.54309921905221e-10
2636==2636 60 80 56 69 81 71 68.3937778240088 0.0806673996502485 0.194158188721764 0.562168488672701 0.999550476130121
2637==2637 25 18 30 20 17 17 20.8758567305912 -0.180782381758592 0.264571829112227 0.21930787564461 0.999550476130121
2638==2638 72 83 59 66 91 72 72.6716510961725 0.0397895392127684 0.19008599317231 0.772622639838276 0.999550476130121
2639==2639 17 15 8 17 15 11 13.6179928852003 0.0231962483303303 0.232887346414165 0.851756304186112 0.999550476130121
2640==2640 52 62 60 308 248 252 160.387172924718 2.14361931088815 0.237514393561746 1.06879547116029e-20 2.43863500003073e-18
2641==2641 53 67 61 58 82 54 61.5262442216922 0.0392450839651005 0.194393493491653 0.775844908629611 0.999550476130121
2642==2642 64 63 61 70 62 72 64.3156701168572 0.0516421444255289 0.188229365554532 0.707442288012278 0.999550476130121
2643==2643 33 18 27 32 21 29 26.2623579607564 0.0189323489047809 0.215803389609113 0.887851844039295 0.999550476130121
2644==2644 87 107 76 59 105 84 85.0148717006386 -0.0743354230389922 0.197050590314237 0.591036333872865 0.999550476130121
2645==2645 47 66 58 75 74 53 61.1832117922387 0.113485754362713 0.204963462041528 0.424132169949476 0.999550476130121
2646==2646 48 55 53 60 77 55 57.0688174292533 0.149686398050196 0.21175741012041 0.305502289044719 0.999550476130121
2647==2647 162 94 115 153 103 170 130.749265744697 0.0920749993166408 0.199572925994161 0.512303777573566 0.999550476130121
2648==2648 55 43 50 53 42 35 45.6622726638039 -0.102483491151155 0.209569497299517 0.470822372698509 0.999550476130121
2649==2649 91 63 84 105 111 133 96.1995292565245 0.37051843600161 0.245796604623379 0.0327667883599444 0.636099957846763
2651==2651 34 17 34 32 32 27 28.8896292350224 0.0295948221938058 0.214554014482729 0.825659676689756 0.999550476130121
2652==2652 45 74 36 49 61 54 52.3214699078249 0.0271421390587866 0.203137667431803 0.843333071273159 0.999550476130121
2653==2653 20 13 16 20 14 20 16.9009098176519 0.0378144816728666 0.227491510226513 0.768679046915551 0.999550476130121
2654==2654 71 90 92 81 83 96 84.1807972985335 0.00942449003253263 0.182489370295399 0.945576298762498 0.999550476130121
2655==2655 21 27 16 27 31 32 25.2340635447697 0.208670360176025 0.267244968833986 0.176748607866682 0.999550476130121
2656==2656 131 105 64 172 130 83 112.339391294623 0.165444661658578 0.231766921481561 0.265468324081295 0.999550476130121
2657==2657 19 21 19 19 27 17 20.0172414827201 0.0253697503528783 0.221312354207201 0.846869781263433 0.999550476130121
2658==2658 12 10 11 11 13 12 11.3208409952835 0.0268896460878142 0.236111633357561 0.823721414401965 0.999550476130121
2659==2659 101 98 133 81 87 127 102.951421186792 -0.105389467515849 0.196986108194677 0.452979743344959 0.999550476130121
2660==2660 6 17 12 9 19 18 13.2724739430613 0.100896233153121 0.252754250067326 0.42223252467659 0.999550476130121
2661==2661 31 30 52 41 34 28 35.4803269370595 -0.0654010724752813 0.214345704469407 0.63119496493619 0.999550476130121
2662==2662 26 28 35 96 132 104 68.7830425889893 1.79241533661894 0.287640609351461 2.85690245116226e-11 1.05705390693004e-09
2663==2663 74 81 70 81 85 86 78.2452191779844 0.0805176655777147 0.186129849328354 0.56004201122964 0.999550476130121
2664==2664 9 5 2 4 4 6 4.92432547987663 -0.0293175059267147 0.255326031357405 0.754164897737092 0.999550476130121
2665==2665 65 57 55 59 60 71 60.2119565888955 0.041933889890661 0.190326937093239 0.760703026465315 0.999550476130121
2666==2666 52 47 34 50 35 46 43.3286985486309 -0.0198004233952455 0.201629940419026 0.88275758525568 0.999550476130121
2667==2667 37 36 23 46 39 19 32.8203752116488 0.0358548649388519 0.217028690294656 0.788633823740704 0.999550476130121
2668==2668 76 110 90 75 82 84 84.8815786181839 -0.123983973072159 0.195730248135973 0.380368710354267 0.999550476130121
2669==2669 36 39 28 35 43 37 35.7570631731545 0.0615933954428163 0.207911320993653 0.655175599125321 0.999550476130121
2670==2670 45 56 53 49 42 49 48.2692204608769 -0.0800729184338689 0.200789389774522 0.564673104490307 0.999550476130121
2671==2671 52 48 63 57 47 60 53.6747436186156 -0.0067228530799782 0.193228976018421 0.959431337709121 0.999550476130121
2672==2672 65 67 53 74 59 75 64.4659453869001 0.0782093657888747 0.194051762219372 0.573993578555253 0.999550476130121
2673==2673 10 16 14 18 14 15 14.2701932652131 0.0627759646524433 0.235926279883635 0.620527918186698 0.999550476130121
2674==2674 34 37 40 38 28 28 33.673616235116 -0.119106361012394 0.221373305097781 0.401178617621722 0.999550476130121
2675==2675 15 22 24 22 22 19 20.350724537937 0.00867012918534261 0.219962761603343 0.948234828892539 0.999550476130121
2677==2677 123 83 84 69 97 77 87.5362789001532 -0.154326200955404 0.208770335896146 0.289174753507297 0.999550476130121
2679==2679 66 82 50 66 87 68 68.7202644888782 0.0699617029121352 0.196934132233627 0.614724572505866 0.999550476130121
2680==2680 73 86 72 48 71 97 73.353694551524 -0.0586543637734232 0.19897933417369 0.669323463289697 0.999550476130121
2681==2681 11 10 7 11 15 6 9.84275227869072 0.0390701589570304 0.242778372339744 0.735490218392342 0.999550476130121
2682==2682 252 166 169 197 215 196 196.108790347162 0.0166044088563445 0.176800751527493 0.903374054049967 0.999550476130121
2683==2683 46 52 56 66 55 56 54.3026545912219 0.0931432207850794 0.199598084449333 0.507471333731985 0.999550476130121
2684==2684 74 75 70 71 68 90 73.5054163486001 0.0229244626325035 0.185246731015248 0.86787209819251 0.999550476130121
2685==2685 82 63 99 79 84 95 82.3844293730077 0.0307881607937797 0.187675651679521 0.823080114952292 0.999550476130121
2686==2686 40 59 58 308 280 304 171.23035453048 2.43865266559221 0.240960884241079 2.67401035738282e-25 6.40626031369989e-22
2687==2687 7 7 6 2 5 10 6.07246584757649 -0.0411761292076723 0.253620971204704 0.681122960015078 0.999550476130121
2688==2688 74 68 94 87 84 81 80.088214096997 0.0396427119455509 0.185154516742117 0.772688839017889 0.999550476130121
2689==2689 81 103 86 78 86 102 87.9563034119681 -0.0240367250353735 0.182800130556329 0.857467864032918 0.999550476130121
2690==2690 93 96 71 108 123 86 94.623119415113 0.152923784583686 0.202545420188635 0.292286764829515 0.999550476130121
2691==2691 50 44 56 32 48 48 45.6531621228392 -0.123039590663972 0.214415737290543 0.386963949330929 0.999550476130121
2692==2692 37 30 33 28 30 30 30.8717973445349 -0.0907039875446834 0.216230585347046 0.513147756728685 0.999550476130121
2693==2693 76 72 92 80 60 64 72.9357212892357 -0.144100728807439 0.204007442852866 0.317732930137963 0.999550476130121
2694==2694 46 29 35 33 33 43 35.9445855018836 -0.0153432128438926 0.205844545724233 0.908278710481282 0.999550476130121
2695==2695 58 50 91 88 76 84 73.3241111233366 0.157545701612504 0.215968304539374 0.284284576422089 0.999550476130121
2696==2696 151 65 100 76 95 149 104.369283515592 -0.00209894854218586 0.206162021864993 0.985780227654503 0.999550476130121
2697==2697 63 57 49 62 64 57 57.7526891134219 0.048315045249194 0.191964584069732 0.726365015631835 0.999550476130121
2698==2698 78 62 85 66 69 93 74.3456275335003 -0.00185431628979608 0.188919001562938 0.987741930643003 0.999814658546155
2699==2699 83 73 53 57 56 104 69.8791353201666 0.0147217932816318 0.201212314949984 0.915911100384099 0.999550476130121
2701==2701 66 103 118 127 67 99 95.2064027228611 0.00385525218367624 0.198446522720485 0.978835953270258 0.999550476130121
2702==2702 65 94 80 55 71 49 68.0222881267862 -0.290536571886851 0.24888475294317 0.0798989206110478 0.999550476130121
2703==2703 80 53 66 84 74 57 67.9472820372961 0.0453065515063219 0.194458817273167 0.74268961351316 0.999550476130121
2704==2704 121 91 115 92 108 89 101.163023443963 -0.11753326504237 0.190266142694333 0.401670479237915 0.999550476130121
2705==2705 8 7 5 6 8 11 7.37614435994034 0.0581536001552955 0.252159443262198 0.595314067901117 0.999550476130121
2706==2706 80 44 67 87 82 77 71.6702656077232 0.190971371354847 0.222907074444408 0.207111377464802 0.999550476130121
2707==2707 70 71 58 63 36 70 60.4296609081689 -0.128599215595569 0.214414965604237 0.369914279870058 0.999550476130121
2708==2708 49 48 40 63 51 40 47.745449518937 0.0707793915863175 0.203338902082447 0.610641904674901 0.999550476130121
2709==2709 37 52 20 44 52 49 41.6229010316405 0.18047885781207 0.245881560167097 0.230125345320381 0.999550476130121
2710==2710 63 69 75 75 45 76 66.1612058180224 -0.05047781588232 0.195984788783755 0.712333937357457 0.999550476130121
2711==2711 52 66 82 61 93 84 71.8329281123244 0.118941350287566 0.206270893891948 0.404798861650992 0.999550476130121
2712==2712 34 33 15 26 24 26 25.9311397685203 -0.0484293002403984 0.220330218393914 0.713846415126336 0.999550476130121
2713==2713 24 22 30 26 24 41 27.3877303823508 0.0946035741021561 0.225604363615419 0.492629508849577 0.999550476130121
2714==2714 99 89 107 86 64 91 88.0492649453876 -0.18811396967826 0.208895917069076 0.205316710598491 0.999550476130121
2715==2715 51 44 52 98 72 102 68.6135872823129 0.71303333828193 0.282282673184079 0.00111989710744255 0.0277311989163358
2716==2716 32 26 23 28 25 31 27.0748341576625 0.0122302348249665 0.21146958225792 0.928462440208959 0.999550476130121
2717==2717 30 25 25 23 19 27 24.4677638588449 -0.0936571660986816 0.225729283624458 0.495712778715405 0.999550476130121
2718==2718 67 89 55 53 77 92 71.0166140276407 0.0247524182819278 0.197132737480262 0.857622323208894 0.999550476130121
2719==2719 98 79 111 126 91 104 99.938619115814 0.0746886346484428 0.188163419523982 0.589647020397658 0.999550476130121
2720==2720 38 68 44 52 50 72 53.1245757676258 0.0904162071648004 0.209844188447011 0.519061875848759 0.999550476130121
2721==2721 39 48 37 45 43 30 39.72650995143 -0.0420433627609229 0.204346943196295 0.756853331950603 0.999550476130121
2722==2722 40 33 24 36 37 38 34.1154402296818 0.0758592320089214 0.212665640918673 0.583766080855633 0.999550476130121
2723==2723 75 52 51 76 58 79 64.1295820410204 0.124018652654267 0.207251386927154 0.387062627360485 0.999550476130121
2724==2724 52 77 69 44 74 55 60.9100060858269 -0.108239580211763 0.208187813667659 0.443663847224845 0.999550476130121
2725==2725 145 77 106 71 121 124 105.704283434846 -0.0364909278084205 0.199237178546104 0.788102326055259 0.999550476130121
2726==2726 84 77 87 84 66 62 75.5594430577889 -0.141613938147803 0.200897162262177 0.323972792044173 0.999550476130121
2727==2727 66 59 58 44 53 63 56.3158287205121 -0.113529459367094 0.203730106948771 0.422996954285651 0.999550476130121
2728==2728 55 58 64 64 70 59 60.710142414544 0.054346917766065 0.190731608954696 0.69362516971555 0.999550476130121
2729==2729 9 7 11 6 6 7 7.561616882613 -0.109366334678563 0.268673438629124 0.3416964177659 0.999550476130121
2730==2730 10 11 8 7 10 13 9.67791382987484 0.00624291798125726 0.239406205576909 0.958020500613161 0.999550476130121
2731==2731 9 11 7 9 16 8 9.83763434807764 0.0622177796604986 0.246915127898752 0.595259169405452 0.999550476130121
2732==2732 14 16 16 26 17 26 18.8456572711914 0.226586821615105 0.293386846873105 0.145516471569971 0.999550476130121
2733==2733 11 11 7 9 7 7 8.54127310978394 -0.0777254888178745 0.253713198379714 0.498533713584699 0.999550476130121
2734==2734 47 46 66 42 64 42 50.4082708700417 -0.0592518633700827 0.203771574121527 0.66761346931475 0.999550476130121
2735==2735 70 88 100 64 62 86 77.1934527029105 -0.173198234285722 0.21295245147082 0.241740727973888 0.999550476130121
2736==2736 63 54 59 65 51 73 59.8900182727843 0.0413754325880986 0.192464717889154 0.764156219387838 0.999550476130121
2738==2738 15 15 14 15 20 15 15.4192146628183 0.0506421643414702 0.230958176295832 0.692280148031438 0.999550476130121
2739==2739 84 83 62 74 84 99 79.7081161552435 0.0786661279890827 0.191284397516727 0.571539280871411 0.999550476130121
2740==2740 146 137 118 104 136 121 125.096509371298 -0.104686002520174 0.183260576454653 0.448212832390092 0.999550476130121
2741==2741 58 85 51 50 50 64 58.7715787771695 -0.134693737061139 0.213863941909231 0.350070841736906 0.999550476130121
2742==2742 127 82 51 58 115 79 84.0170811000106 -0.027773672168707 0.209744090798182 0.834974402248104 0.999550476130121
2743==2743 116 97 97 79 100 97 96.2129885762325 -0.111193475874729 0.188848394325698 0.42552856804628 0.999550476130121
2744==2744 59 74 61 107 84 66 73.9516151673355 0.223721387956452 0.229450732232742 0.150799355998612 0.999550476130121
2745==2745 82 86 59 71 85 62 73.0366768238476 -0.0416233222886587 0.191038159444531 0.760196127461281 0.999550476130121
2746==2746 3 2 4 5 8 7 4.74551773630908 0.173940423809187 0.324625668415465 0.11500529976682 0.999550476130121
2747==2747 62 67 74 37 70 82 64.336821867937 -0.0588399429683078 0.203794529816022 0.667683876317599 0.999550476130121
2748==2748 24 27 28 35 31 25 27.8906961885425 0.0754316636995913 0.217516670489207 0.582777542925199 0.999550476130121
2749==2749 10 8 5 8 5 5 6.73571446903296 -0.067999693559445 0.256891239518084 0.52370689833243 0.999550476130121
2752==2752 49 35 39 38 34 46 39.5604717871421 -0.0373039428329255 0.203406276942649 0.7832127818115 0.999550476130121
2753==2753 42 65 55 31 62 41 48.6039369314443 -0.138096708818742 0.225593587815907 0.338372099567785 0.999550476130121
2754==2754 51 43 49 40 28 44 41.8943489979602 -0.192294216338308 0.236798711914791 0.206449981854491 0.999550476130121
2755==2755 5 2 2 4 6 3 3.60607658837807 0.0557861135980524 0.264806479409389 0.519688267972899 0.999550476130121
2756==2756 67 85 77 99 81 75 79.4098494062327 0.0735027507943147 0.189147421091996 0.595763780848624 0.999550476130121
2757==2757 5 7 5 7 7 6 6.06813345235425 0.0360306187430183 0.251493395957058 0.727014817651705 0.999550476130121
2758==2758 26 22 35 30 37 30 29.5305254897133 0.0845366321564062 0.219033974578856 0.540437336319895 0.999550476130121
2759==2759 37 43 39 42 41 44 40.361594886909 0.0338424947950718 0.199672146228358 0.804946997573803 0.999550476130121
2760==2760 35 33 28 31 47 43 35.5747222480039 0.145973394695363 0.228403560572741 0.316855911851132 0.999550476130121
2761==2761 28 33 26 18 27 22 25.2948154697524 -0.170611914178841 0.250058936438973 0.247079810339379 0.999550476130121
2762==2762 143 108 122 127 140 89 119.692494285217 -0.0491190504562579 0.185624094814751 0.718112990287486 0.999550476130121
2763==2763 136 137 116 123 125 122 124.585622665837 -0.0572536122640576 0.174039325864832 0.669198760328149 0.999550476130121
2764==2764 82 76 92 89 75 61 78.0121742039871 -0.0954231278865227 0.193840225443799 0.493821389475749 0.999550476130121
2765==2765 84 76 80 65 66 81 74.2162410420554 -0.11403736361369 0.194122318068981 0.417492430525703 0.999550476130121
2766==2766 49 50 51 58 36 42 46.9665906971417 -0.078573956602817 0.204580584177389 0.570976276764638 0.999550476130121
2767==2767 47 30 70 41 48 38 45.0166911697058 -0.102173413025544 0.219955363022221 0.464320628068467 0.999550476130121
2768==2768 95 107 95 59 81 70 83.30991424589 -0.364650950398302 0.243752294614997 0.0341712866313923 0.656926847102271
2769==2769 40 44 50 37 38 42 41.2176697590243 -0.106285068114089 0.210206341973492 0.45134512893332 0.999550476130121
2770==2770 14 19 23 13 17 21 17.5657758538101 -0.0509537527892647 0.22879288840628 0.691088738233433 0.999550476130121
2771==2771 75 77 135 78 85 125 94.3784698214637 -0.00848846572840906 0.198375961918044 0.948527728965991 0.999550476130121
2772==2772 16 22 13 14 18 22 17.2210432004402 0.0193250481672559 0.225910100773664 0.880619995565725 0.999550476130121
2773==2773 71 61 89 54 40 65 62.45755679994 -0.300350739687615 0.25998373940259 0.0754305451402644 0.999550476130121
2774==2774 4 4 4 3 3 3 3.45046767133996 -0.0472459779999798 0.262882196247718 0.580164973502062 0.999550476130121
2775==2775 104 82 109 77 90 88 90.3287440304807 -0.136384743945312 0.195341659926636 0.337630745151548 0.999550476130121
2776==2776 74 35 81 55 102 122 76.8540061642212 0.264437516862715 0.284532313673736 0.110053225901386 0.999550476130121
2777==2777 27 19 22 26 27 23 23.626912744816 0.0529696649592377 0.218863863590045 0.693490289904189 0.999550476130121
2778==2778 8 7 5 9 7 7 7.05365717509019 0.033880172498242 0.248264385064087 0.752763082231863 0.999550476130121
2779==2779 101 53 120 388 220 308 194.570616382525 1.61756520329981 0.302857255094414 5.23765807424431e-09 1.59848653902813e-07
2780==2780 18 21 17 19 11 19 17.2406960939336 -0.0700292742364587 0.232429521637844 0.589106326244828 0.999550476130121
2781==2781 88 112 134 51 99 92 94.6418861601839 -0.290335432149416 0.258277617773203 0.0827061468934602 0.999550476130121
2782==2782 117 90 113 70 141 124 107.46747584584 0.0215551891038004 0.193825949715236 0.876240844113725 0.999550476130121
2783==2783 25 44 45 44 64 48 44.2560892345912 0.218855223760173 0.252132315543394 0.163458477341038 0.999550476130121
2784==2784 87 129 135 99 106 123 111.460281213956 -0.0666227204029649 0.187041254959977 0.626848604957215 0.999550476130121
2785==2785 57 104 105 71 85 58 78.8482557183047 -0.176536500781074 0.225904860219115 0.237753724429653 0.999550476130121
2786==2786 18 17 20 16 12 16 16.2643063267399 -0.115187862104873 0.245910351854956 0.391272569939823 0.999550476130121
2787==2787 41 48 51 41 45 55 46.112861193914 -0.00571997014732837 0.196776794151436 0.964954233090269 0.999550476130121
2788==2788 39 51 79 87 59 86 65.7491105203965 0.232292109505257 0.250596808514842 0.144016603740266 0.999550476130121
2789==2789 23 33 36 39 29 28 30.856604085673 0.0162661190023824 0.210032849664143 0.904925015010442 0.999550476130121
2790==2790 114 173 117 127 148 152 136.316321525937 0.0327681596018778 0.181462771936649 0.810689563878266 0.999550476130121
2791==2791 76 69 63 48 68 67 64.193086013953 -0.110858608209038 0.200642538067472 0.432519650522993 0.999550476130121
2792==2792 42 47 56 44 39 58 46.9436306553961 -0.0295391449474061 0.199302064528261 0.826960588753115 0.999550476130121
2793==2793 78 97 126 89 183 133 115.726164319775 0.222756578060283 0.240372257159139 0.155741660425118 0.999550476130121
2794==2794 34 44 29 43 32 32 35.1204882288294 -0.00914505802315282 0.206041540274407 0.944643353881206 0.999550476130121
2795==2795 86 59 71 65 72 65 68.6291501338464 -0.0631631663158355 0.19160347344934 0.645727359132223 0.999550476130121
2796==2796 82 106 83 99 85 102 91.3861363823606 0.030678055353602 0.181921696801442 0.818728827358339 0.999550476130121
2797==2797 127 105 104 123 112 113 112.252382351195 0.016826085082478 0.175341824004157 0.901653021923496 0.999550476130121
2798==2798 68 68 44 80 76 70 66.5691098754691 0.170440611597923 0.215020010894611 0.250765845762461 0.999550476130121
2799==2799 74 95 76 89 85 91 83.6675081911461 0.0510840843450951 0.18351954716721 0.708082352254401 0.999550476130121
2800==2800 75 74 119 104 83 106 92.0648482277313 0.0554500463779644 0.192376098210131 0.688612349520988 0.999550476130121
2802==2802 31 33 30 16 34 42 30.5161408516143 -0.0203439221973553 0.215368298706417 0.876606075683329 0.999550476130121
2804==2804 92 73 128 99 107 112 100.270058744766 0.0510187900443409 0.189384135931915 0.712168812216156 0.999550476130121
2805==2805 72 70 99 83 61 69 74.570259346218 -0.107576820964644 0.199452851012519 0.445047646434418 0.999550476130121
2806==2806 140 74 108 129 168 76 114.040750755866 0.0872787532337738 0.211338993274005 0.532366075317664 0.999550476130121
2807==2807 39 47 44 41 40 42 41.5304040240891 -0.0486273061366121 0.200287834804986 0.721995941517477 0.999550476130121
2808==2808 46 50 45 39 39 43 43.0221387456936 -0.122230776160178 0.211334469884833 0.392014353764962 0.999550476130121
2809==2809 31 34 38 41 33 27 33.4922617623494 -0.0214540563550305 0.206713302796565 0.872571111927923 0.999550476130121
2810==2810 82 85 104 114 78 63 86.383209420318 -0.0558245939883486 0.194953231176537 0.684507852062177 0.999550476130121
2811==2811 9 9 7 13 7 7 8.53397838964899 0.018934224496955 0.243108052509839 0.866275763926163 0.999550476130121
2812==2812 112 102 127 103 113 122 111.448882802549 -0.0206314907830965 0.176195547413206 0.8769310600449 0.999550476130121
2813==2813 96 110 68 116 102 87 94.9811376338847 0.0718776707270328 0.191397127829913 0.604444677994776 0.999550476130121
2815==2815 51 48 61 48 53 52 51.3845119185604 -0.0438160397578775 0.19466703065855 0.748790056479004 0.999550476130121
2816==2816 19 21 23 32 21 26 23.2895702004421 0.11986650480051 0.235348713491987 0.391504261485215 0.999550476130121
2817==2817 31 30 41 124 124 124 77.4556116018984 1.76906298602258 0.269374232867272 3.20531047848634e-12 1.29605444368501e-10
2818==2818 16 23 19 25 28 26 22.455316800706 0.175358946187117 0.256540949461903 0.235911417077194 0.999550476130121
2819==2819 90 65 95 99 108 121 94.7708795807903 0.22897549441232 0.217855397823 0.136460085921871 0.999550476130121
2820==2820 59 79 61 56 68 74 65.1408093747588 -0.0151696778689992 0.189825959396285 0.910369795509198 0.999550476130121
2821==2821 5 6 2 5 10 6 5.56723297958966 0.106902658840743 0.27635150144954 0.306108156598134 0.999550476130121
2822==2822 36 42 40 46 46 32 39.715070115782 0.0227355498337298 0.20195942023347 0.868640185179021 0.999550476130121
2823==2823 29 27 22 23 19 15 22.1851320388793 -0.197952922685412 0.268759665008435 0.190619207574098 0.999550476130121
2824==2824 41 58 44 55 45 44 47.1003065808846 -0.00535522976471436 0.197374663394506 0.966803933110996 0.999550476130121
2825==2825 87 96 77 91 87 92 86.9639746255785 0.0187159461130242 0.179832908543507 0.892617632435427 0.999550476130121
2826==2826 43 51 15 55 38 50 41.3019711840376 0.150862381220434 0.245830413009181 0.295249869264273 0.999550476130121
2827==2827 11 13 16 22 14 14 14.7637599979221 0.0913821339719448 0.242877405826176 0.479864049870935 0.999550476130121
2828==2828 61 50 75 62 39 49 55.2120358268236 -0.173137797277696 0.225896298165259 0.245631578857504 0.999550476130121
2829==2829 20 16 15 16 19 20 17.3900633139833 0.0286051501770482 0.224868127025154 0.825159088901178 0.999550476130121
2830==2830 102 53 115 103 89 109 93.7073643244331 0.0652715357292742 0.20069569694498 0.637265395913675 0.999550476130121
2831==2831 11 10 4 7 7 5 7.22721119879411 -0.0789446913397385 0.259143995273882 0.46909152237312 0.999550476130121
2832==2832 20 23 22 22 27 24 22.6371640903018 0.0551948073326235 0.219822418196708 0.681025371553389 0.999550476130121
2833==2833 100 98 58 85 68 85 81.083467270035 -0.0648111391710111 0.195858249575206 0.637878244258742 0.999550476130121
2834==2834 103 99 92 91 71 146 98.7616815397016 0.0222200070241552 0.194192178148826 0.872331576762722 0.999550476130121
2835==2835 71 81 75 84 64 60 71.4268602256156 -0.0798239181001935 0.192471829007553 0.564082233288475 0.999550476130121
2836==2836 44 52 58 81 65 53 57.8939138985857 0.190150194784085 0.225857306279273 0.209765244106105 0.999550476130121
2838==2838 93 109 64 77 78 80 82.2426698608804 -0.108601760944394 0.198479897021817 0.440676154277504 0.999550476130121
2839==2839 89 114 102 75 108 80 93.2647326482707 -0.135110635321314 0.198345424093129 0.343847846532536 0.999550476130121
2840==2840 75 90 69 64 104 79 78.9071832657308 0.029057734792679 0.190415141914724 0.833195462359431 0.999550476130121
2841==2841 44 38 53 57 41 32 43.5187449806699 -0.0339669157008042 0.204658746632025 0.801490933759439 0.999550476130121
2842==2842 69 87 108 74 59 117 84.370858460146 -0.0480554425662145 0.200790903078989 0.724751138167587 0.999550476130121
2843==2843 37 49 67 53 79 55 55.7639451495024 0.12974591293666 0.218090895716104 0.367963442276233 0.999550476130121
2844==2844 33 59 25 35 35 57 40.0069438112572 0.0378733677471199 0.215252391316404 0.778602215292614 0.999550476130121
2845==2845 85 75 88 99 72 75 81.0994516393816 -0.0182036514179505 0.184954538033326 0.89220543244018 0.999550476130121
2846==2846 107 120 141 156 131 120 127.173360918752 0.0723411398437873 0.18103311321467 0.597764764107589 0.999550476130121
2847==2847 18 10 15 11 14 15 13.6272407529279 -0.0358609251214768 0.23328427024421 0.770111690273881 0.999550476130121
2848==2848 19 23 24 24 29 25 23.6181017191744 0.0856849311716689 0.224491324660732 0.530963891706892 0.999550476130121
2849==2849 29 29 35 31 24 17 27.1167176103727 -0.167965690917606 0.248285775679573 0.253617525915819 0.999550476130121
