==loop WT_1 WT_2 WT_3 TRT_1 TRT_2 TRT_3 baseMean log2FoldChange lfcSE pvalue padj
117==117 97 77 79 62 100 79 81.0853123863356 -0.0486031989444949 0.190718706742051 0.721933866842981 0.999550476130121
118==118 76 82 84 79 63 92 78.130513015818 -0.0382613108548497 0.186387424922909 0.777978931545405 0.999550476130121
119==119 18 16 16 24 13 17 17.0678570831718 0.0285460075180749 0.226593422029061 0.824213699554869 0.999550476130121
120==120 97 79 109 87 102 118 97.1355719933579 0.0468702651854723 0.184620989681462 0.732747981751469 0.999550476130121
121==121 36 31 40 33 19 16 28.7845522370093 -0.363896760191831 0.338360116737824 0.0516983871492864 0.877755734914175
122==122 37 63 52 51 45 51 49.073488934509 -0.0332354023446085 0.199294662234909 0.807010970376005 0.999550476130121
123==123 85 72 45 90 95 86 77.5322900703885 0.234574802705271 0.234270789060077 0.136741077213031 0.999550476130121
124==124 28 26 27 25 38 20 26.9155517900608 0.00513435672723439 0.214023579872952 0.970560838786411 0.999550476130121
125==125 30 34 28 29 21 30 28.2420616116679 -0.0935949563299053 0.221165008427611 0.498160199303238 0.999550476130121
126==126 52 53 66 57 47 58 54.6718250700163 -0.0510592891533205 0.19485394918451 0.710677633420786 0.999550476130121
127==127 10 10 15 10 12 13 11.4897594154961 -0.00568482662861453 0.235060809806393 0.96057835963237 0.999550476130121
128==128 20 35 32 28 31 28 28.5551732238884 -0.00868397588816263 0.211553665037336 0.946788763630406 0.999550476130121
129==129 128 147 159 75 147 162 134.281218021144 -0.10244085711017 0.203705162083545 0.467557301094049 0.999550476130121
130==130 69 74 30 78 44 53 57.1049293980295 -0.00156478333933356 0.210443844627836 0.989073430303271 0.99993894890947
132==132 80 98 83 111 80 104 91.2074604034512 0.0874177614771355 0.188878292299462 0.530324949832427 0.999550476130121
133==133 82 92 69 69 77 91 78.7665667549566 -0.031396517660537 0.185954088661536 0.816489998136498 0.999550476130121
134==134 47 28 30 36 34 39 35.1188269782762 0.0135904755784604 0.206815258817963 0.921209306057146 0.999550476130121
135==135 59 64 67 74 50 40 58.1506942415611 -0.116788751673694 0.210561317616493 0.411230462586437 0.999550476130121
136==136 23 20 10 20 17 28 19.3438635211181 0.0909566108949997 0.237251573135554 0.492551387917666 0.999550476130121
137==137 67 40 45 45 58 44 49.0832907023874 -0.0325865286533045 0.201341383680516 0.809899908596251 0.999550476130121
138==138 58 73 72 64 61 63 64.1914267832292 -0.0714071857584413 0.191491884067653 0.604483396898595 0.999550476130121
139==139 53 39 40 56 50 38 45.2925195638162 0.0485861918767711 0.20215776423385 0.724395253079124 0.999550476130121
140==140 92 52 86 51 76 55 67.6959980507777 -0.190056063746909 0.231467496290959 0.20975410957186 0.999550476130121
141==141 43 44 46 48 39 50 44.3095750142187 0.00994843931304286 0.196739272950831 0.943143582510675 0.999550476130121
142==142 194 187 201 188 232 209 198.69053067224 0.0573747696384606 0.167547190263701 0.66809004130682 0.999550476130121
143==143 39 33 43 57 43 49 43.2952546313675 0.182161948856976 0.230500817130035 0.227244976866708 0.999550476130121
144==144 54 97 59 64 130 99 82.4081756514975 0.24315093651843 0.258389372671199 0.131201052579939 0.999550476130121
145==145 57 77 75 71 50 39 60.6375595794507 -0.222462806699167 0.241008174173936 0.155432599741097 0.999550476130121
146==146 107 106 64 55 91 85 83.3992011571918 -0.146927646164169 0.216397195125154 0.312763978701342 0.999550476130121
147==147 15 11 19 19 19 8 14.9427025729554 0.002842138351296 0.231100822480276 0.982979513253141 0.999550476130121
148==148 100 68 63 57 88 85 75.648637598722 -0.0139990741081721 0.194570197623483 0.916268954587857 0.999550476130121
149==149 13 6 8 12 11 15 10.6543456682287 0.121257698863205 0.264519867808637 0.334068037175461 0.999550476130121
150==150 24 18 18 16 28 24 20.9939090563761 0.0559832189701674 0.224592286773467 0.672165121700174 0.999550476130121
151==151 66 57 47 74 63 64 60.8517342383655 0.117720300707511 0.202524571178518 0.408619363242889 0.999550476130121
152==152 60 56 43 61 44 71 54.9516867709704 0.0605319889367136 0.200522650599325 0.66214395760014 0.999550476130121
153==153 37 41 30 49 35 39 37.8935806938585 0.0756301080900766 0.209418869789984 0.58601695876381 0.999550476130121
154==154 28 49 38 32 38 36 36.2744827075323 -0.0613194336842564 0.21003402926478 0.655180604892452 0.999550476130121
155==155 96 94 137 133 59 84 99.079766687545 -0.129627512487891 0.217859376163709 0.366472408837658 0.999550476130121
156==156 36 27 19 26 30 34 28.2124875770186 0.0443065544680684 0.215394089472788 0.74260316996109 0.999550476130121
157==157 39 52 55 52 63 53 51.50650099082 0.0909129738381424 0.202719563379606 0.51753140214651 0.999550476130121
158==158 88 91 70 60 77 89 77.9654373173145 -0.0875213181146468 0.194014675056773 0.52892159074325 0.999550476130121
159==159 19 24 23 13 19 8 17.4312656452649 -0.322117724888806 0.365358687207029 0.0680272337293604 0.999550476130121
160==160 63 59 61 44 65 69 59.2448364711964 -0.0314147095651266 0.193483100440557 0.817064915442483 0.999550476130121
161==161 24 21 22 124 88 68 56.7059092884006 1.94281268272123 0.323622228288744 1.17416151266009e-10 4.10656561161375e-09
162==162 51 46 39 34 61 35 43.6592992835271 -0.0383291013688533 0.20610366294821 0.776763446077371 0.999550476130121
163==163 55 27 54 39 72 48 48.3957447316036 0.0858575643589508 0.21811881876162 0.535279333007224 0.999550476130121
164==164 16 14 19 14 10 13 14.1333807131232 -0.1342255048639 0.258974265965812 0.316624706082042 0.999550476130121
165==165 27 31 36 27 30 34 30.3660338982401 -0.0290297288402379 0.208901267117927 0.828560707241679 0.999550476130121
166==166 28 23 16 26 30 22 23.7824028256682 0.0747074318035584 0.224218678878776 0.580450954693537 0.999550476130121
167==167 56 39 31 50 45 38 42.5021417836986 0.0250696178058078 0.204171096925287 0.854864791283476 0.999550476130121
168==168 25 23 27 10 22 20 20.8702393136274 -0.226326378495429 0.290232390092768 0.145962052901691 0.999550476130121
169==169 6 9 10 10 8 15 9.50745320249806 0.0880428620586968 0.254872080572817 0.458158155344382 0.999550476130121
170==170 108 145 169 148 114 162 138.853740773625 -0.00784405063667919 0.183267436507225 0.948889839165223 0.999550476130121
171==171 68 65 62 80 52 56 62.8799421616032 -0.0377716920809849 0.193056062726099 0.781453679277753 0.999550476130121
172==172 32 40 28 39 50 45 38.3522589005509 0.204491905752916 0.243584686392133 0.185840091133611 0.999550476130121
173==173 60 64 61 56 70 61 61.0471615565537 -0.00349280925465275 0.187920216312198 0.978437546770259 0.999550476130121
174==174 27 22 25 18 24 22 22.6616846587878 -0.0889522640642823 0.226796937788239 0.512537972253493 0.999550476130121
175==175 105 71 89 74 84 118 88.7696462461264 0.0184626320814608 0.19056777611805 0.893792013963756 0.999550476130121
176==176 30 22 39 31 29 24 28.74253483682 -0.0551824816168712 0.215916287023662 0.681687112610066 0.999550476130121
177==177 8 9 11 10 6 12 9.19143121470995 -0.00481793389838154 0.240687571594664 0.96466783306395 0.999550476130121
178==178 55 58 37 59 35 57 49.3931276285129 -0.00514896774640236 0.202098698421554 0.96724265741169 0.999550476130121
180==180 74 61 69 84 61 89 71.8531200437351 0.0945809667007909 0.19605211774191 0.500405807148312 0.999550476130121
181==181 100 119 124 123 117 125 116.173506620121 0.0403130605754547 0.175256765918831 0.766453433692955 0.999550476130121
182==182 21 18 19 88 48 60 41.5269891823811 1.60364943029084 0.345864764789912 2.13083289376571e-07 6.02353145160968e-06
183==183 51 81 55 70 87 42 63.3327772214543 0.0307856399995501 0.203953712978354 0.82250334688413 0.999550476130121
184==184 32 24 34 28 13 33 26.9415169148107 -0.116681456246497 0.236365874749167 0.398804411836965 0.999550476130121
185==185 84 97 97 89 96 100 92.3877099723804 0.00785976023295257 0.177961744318805 0.954793244496698 0.999550476130121
186==186 28 27 25 32 31 26 27.7273387999797 0.0546514126924772 0.213515835037876 0.688839665165343 0.999550476130121
187==187 38 48 51 34 15 43 37.6409526820079 -0.303308603799296 0.307792833667937 0.0801027714645895 0.999550476130121
188==188 99 72 62 66 79 77 74.6824600556388 -0.0478169478373147 0.191585949103254 0.726068115547328 0.999550476130121
190==190 125 106 113 71 98 74 96.4717223049066 -0.370421948409689 0.241391145048755 0.0312893771610368 0.614438732242246
191==191 65 77 55 63 65 54 62.2149622725886 -0.071101229290238 0.194501198349149 0.606553630265625 0.999550476130121
192==192 62 52 78 78 47 54 60.9326228485694 -0.0591741824886406 0.200966847886755 0.665550994097863 0.999550476130121
193==193 49 40 28 39 42 41 39.2133598072182 0.0171830323767208 0.203593693877704 0.900577569154864 0.999550476130121
194==194 38 30 32 19 18 21 25.9862256499455 -0.516927902249707 0.372420638983435 0.0184522786642797 0.399160691737681
195==195 108 76 72 117 130 96 98.2075312368463 0.247551467177855 0.227064940331017 0.116267538892094 0.999550476130121
196==196 18 29 29 30 22 30 25.9241182023589 0.0337292751153358 0.2158943964604 0.80141996669035 0.999550476130121
197==197 9 10 13 13 14 13 11.8080814969027 0.0815794814896434 0.24559375117174 0.512285802243865 0.999550476130121
198==198 49 32 39 59 40 67 46.8838210025281 0.236067632125568 0.254418414937688 0.139779591220952 0.999550476130121
199==199 62 70 74 64 74 67 67.4561240247931 -0.015691876672573 0.185699615027854 0.906895458862023 0.999550476130121
200==200 39 23 25 48 40 44 35.8902319824203 0.324570876706152 0.296460401212271 0.0671465565189124 0.999550476130121
201==201 79 83 95 90 81 103 87.1297486776458 0.0386627088245068 0.182429939686654 0.77382727595984 0.999550476130121
202==202 11 8 12 8 5 8 8.54965430727898 -0.133864877957262 0.277224714518857 0.271237687385861 0.999550476130121
203==203 61 82 98 61 81 97 78.7725726529061 -0.017330425675965 0.193155715927292 0.897519982670025 0.999550476130121
204==204 20 18 19 26 15 24 20.0154295980087 0.0585820964814223 0.225846134143119 0.657297311988988 0.999550476130121
205==205 82 61 77 84 102 84 80.3649567672176 0.158538093901858 0.203747831486105 0.276705022761946 0.999550476130121
206==206 37 37 35 42 47 40 39.0357169580172 0.106718884973083 0.211447714455496 0.451516727335708 0.999550476130121
207==207 52 39 44 49 53 38 45.1354655861091 0.0143923881215179 0.198628204533044 0.917288026042147 0.999550476130121
208==208 85 63 93 46 62 57 66.7418792912118 -0.381020943227555 0.268613776358344 0.0345260545285914 0.660405549994994
209==209 24 27 26 24 20 26 24.1342316256463 -0.0622354131255181 0.219077509778853 0.643072818083178 0.999550476130121
210==210 191 147 182 219 192 176 181.640545320418 0.0945093467155436 0.17725183425691 0.489409756977169 0.999550476130121
211==211 44 23 35 33 38 37 34.4636549485447 0.025251699460884 0.208586864064966 0.852870585326843 0.999550476130121
212==212 32 31 37 35 44 30 34.2949042626235 0.0447767939757467 0.207582916115854 0.744062803245307 0.999550476130121
213==213 38 44 33 41 41 47 40.0206172632151 0.0677027261806458 0.204751326579096 0.625457989521367 0.999550476130121
214==214 97 110 93 115 123 137 110.670145443397 0.191602491060682 0.197616783231288 0.190690420081798 0.999550476130121
215==215 7 6 7 5 5 7 6.07619489667021 -0.043422815164892 0.252712991648185 0.672272833172392 0.999550476130121
216==216 100 104 97 84 87 80 90.6589143721186 -0.176886424927217 0.197725740435554 0.223312397195485 0.999550476130121
217==217 103 122 121 124 118 87 110.820334393488 -0.0536334108350736 0.182314433631661 0.692576704961308 0.999550476130121
218==218 14 24 17 25 21 16 19.1937746857101 0.0511058569606699 0.22663891677965 0.695785629295888 0.999550476130121
219==219 54 43 59 70 54 36 51.8821171074484 0.00675523739191986 0.201537034120589 0.96178244562796 0.999550476130121
220==220 117 113 88 102 111 92 102.258406285354 -0.0467606051002605 0.181058628376364 0.729403938395432 0.999550476130121
221==221 79 122 103 392 304 448 236.552591114715 1.82854064945611 0.246370726666877 6.74233383194215e-15 4.24412673536927e-13
222==222 15 24 23 33 27 19 23.1251412156291 0.125018253222972 0.240155772882283 0.370614087173676 0.999550476130121
223==223 69 62 66 51 44 47 55.7133928772632 -0.315342247070402 0.251667645793671 0.0625635934802165 0.99427349306951
224==224 37 39 36 43 22 46 36.600239136348 -0.0144804316800126 0.208552695957176 0.912887100019128 0.999550476130121
225==225 69 48 67 68 72 96 68.8647764242162 0.188142670509482 0.221052803688713 0.212402532442392 0.999550476130121
226==226 31 52 61 49 53 66 51.1720831489392 0.0936486859384003 0.211035045996467 0.504889587601151 0.999550476130121
227==227 142 125 95 115 74 169 118.143556216976 -0.0179131359654426 0.198842193338015 0.893866041254822 0.999550476130121
228==228 32 25 22 19 28 25 24.7876755179838 -0.0600057086397185 0.219665409689086 0.653829778911678 0.999550476130121
229==229 24 23 39 32 35 31 30.1915705205822 0.0683791255394163 0.216386836999384 0.617298653479755 0.999550476130121
230==230 65 51 51 44 55 52 52.2090051911788 -0.085038216456209 0.200537301682583 0.541236758757958 0.999550476130121
231==231 9 12 8 10 10 12 10.0048973859452 0.0287388725022639 0.239673956654195 0.806623390335338 0.999550476130121
232==232 114 95 96 93 90 99 96.3704860819209 -0.0793186530002494 0.182255127424807 0.562172136825135 0.999550476130121
233==233 91 92 95 98 60 92 86.7010462742418 -0.0954277949680421 0.194435033260887 0.493178976519051 0.999550476130121
234==234 50 65 108 78 87 70 75.1761189902785 0.0248810498388169 0.199813119181913 0.856746409094282 0.999550476130121
235==235 8 12 7 8 5 7 7.72086798579268 -0.0929522471587472 0.261749262022435 0.411766304858263 0.999550476130121
236==236 22 16 21 22 24 25 21.3223269626278 0.0917371354467749 0.229497663021275 0.50025954251977 0.999550476130121
237==237 120 98 105 86 56 112 94.7851866021837 -0.209395371537592 0.227735319481586 0.17239187568195 0.999550476130121
238==238 33 62 77 81 71 48 61.0385079378994 0.0861296806775792 0.21508077676046 0.535990474091724 0.999550476130121
239==239 30 34 30 36 32 32 31.832471907879 0.0292825388340375 0.206511221916622 0.830288228135837 0.999550476130121
240==240 62 54 30 49 55 64 51.4896743605248 0.0835595609743566 0.209755369567164 0.549379522232981 0.999550476130121
241==241 25 52 41 37 41 36 38.0753051218703 -0.0303330561443953 0.208117600453831 0.821163913021255 0.999550476130121
242==242 59 60 38 208 180 184 119.118605073626 1.77624095392233 0.254922669765029 1.94657826106853e-13 9.6154945751648e-12
243==243 25 24 28 28 25 24 25.2791711335751 -0.00862103395370224 0.212494626397461 0.947083981487209 0.999550476130121
244==244 80 56 76 60 68 50 64.0668332632643 -0.14846714903442 0.210955628846477 0.30750131396287 0.999550476130121
245==245 20 18 24 10 17 18 17.5822594338215 -0.175730894647307 0.270637531292471 0.222728581926354 0.999550476130121
246==246 70 96 70 46 83 109 77.7498785040572 -0.00457913914845878 0.201892910183057 0.971447724381715 0.999550476130121
247==247 140 133 125 151 146 113 132.610593345068 0.0125611542481169 0.174706771377023 0.927363286025008 0.999550476130121
248==248 2 6 6 16 24 28 13.3834059661013 1.99665699561771 0.548085075617568 1.82450011305949e-05 0.000485671793984698
249==249 102 111 99 135 130 105 111.865792596256 0.136756600768669 0.189038676944053 0.332869194479999 0.999550476130121
251==251 16 14 22 25 18 24 19.5166902365168 0.124333576115838 0.243963078231417 0.367915243198144 0.999550476130121
252==252 53 60 46 47 43 40 47.4653947594316 -0.16501406033347 0.220393982645909 0.264703543007797 0.999550476130121
253==253 57 51 70 61 81 75 64.781672613317 0.143879070223625 0.207850417151647 0.321566317959906 0.999550476130121
255==255 33 36 19 25 30 31 28.5492007929239 -0.0214864405904649 0.213279924311804 0.870652665486856 0.999550476130121
