"loop"=="WT_1" "WT_2" "WT_3" "TRT_1" "TRT_2" "TRT_3" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "log2FoldChange" "lfcSE" "pvalue" "padj"
2036==35 26 31 25 26 22 27.1090744796057 -0.15527163442251 0.240282685940213 0.286234753603512 0.999550476130121 4.66447917879451e-05 0.0553497021628173 0.997046380466675 0.999999433852421
2037==41 34 26 26 34 40 32.980702264521 -0.0151779237179576 0.20864794040075 0.908812874564681 0.999550476130121 -0.000354184828589662 0.0552306279301618 0.968925622797849 0.999999433852421
2038==23 23 19 23 24 27 22.7982952398493 0.0630220535554988 0.220909785774941 0.640016092796834 0.999550476130121 0.00042257609150899 0.0554388209137036 0.958668284413139 0.999999433852421
2039==20 8 16 11 17 18 14.7699280248854 0.0117607616405758 0.231291717248429 0.9251587474011 0.999550476130121 -0.000163442502836723 0.0556369323966192 0.977880729067672 0.999999433852421
2040==27 25 25 19 23 21 22.9944168742373 -0.124739928595443 0.235615880451851 0.373595755617413 0.999550476130121 -0.00136339100774415 0.0554579535399395 0.866030323742966 0.999999433852421
2041==63 81 60 80 71 75 70.5374526236164 0.0680481825718437 0.190247049174614 0.622129656287223 0.999550476130121 -0.000816910661197704 0.0545879628435679 0.947728269031426 0.999999433852421
2042==52 31 60 160 180 184 108.988247948213 1.77537026226333 0.269929919270093 2.85260324057134e-12 1.1583261378981e-10 1.06227654204769 0.241095437300782 4.5733379543001e-07 3.34551890198915e-05
2043==14 14 19 16 18 13 15.4312258112263 -0.00665945314619236 0.227340094288611 0.956192025119067 0.999550476130121 -0.00117804283599851 0.0556251317857171 0.857192116502848 0.999999433852421
2044==44 42 28 34 37 53 39.0344809578722 0.0432365297719969 0.207685773189561 0.752028279813993 0.999550476130121 -0.0013797292087004 0.0551413558968081 0.88474525195019 0.999999433852421
2045==68 53 65 43 56 78 59.5802515503191 -0.0454515818263592 0.198928120465185 0.738805697969358 0.999550476130121 -0.000275378130180187 0.05476058681325 0.979643646447609 0.999999433852421
2046==67 59 78 55 66 49 61.437434803597 -0.156436827376712 0.211810367213783 0.284932766623731 0.999550476130121 0.00138311992858645 0.054748218592683 0.905824330919553 0.999999433852421
2047==50 33 34 41 45 37 39.3852826235036 0.0225106528209138 0.203240260443047 0.869758875150807 0.999550476130121 0.000122338203136017 0.0551029912499413 0.984481874455584 0.999999433852421
2048==72 97 62 75 62 45 67.8415385284912 -0.197843862201413 0.230599760397689 0.194564028549789 0.999550476130121 -0.000271792223616865 0.0546466535980472 0.981425964243897 0.999999433852421
2049==6 9 6 3 7 5 5.91340297007167 -0.0845937810204328 0.265058437188164 0.417190973477461 0.999550476130121 -0.00126267965131168 0.0558740369505307 0.75713752335137 0.999999433852421
2050==70 42 75 61 79 66 64.4909171115397 0.0573108611468364 0.199093572018395 0.678902304394704 0.999550476130121 0.00105356909996726 0.0546996447196559 0.929833936142562 0.999999433852421
2051==160 134 163 144 139 137 144.004020100165 -0.0896750906551628 0.175495911856953 0.507745909339562 0.999550476130121 0.000328366114750582 0.0537340398564045 0.985674960971074 0.999999433852421
2052==20 16 23 9 19 15 16.7615223214226 -0.165205747256818 0.268820422861606 0.241551721261503 0.999550476130121 0.000174268702916242 0.0555953065753492 0.980818442358553 0.999999433852421
2053==43 52 46 208 196 132 110.636694841811 1.8320353466715 0.269299928469223 6.09339780147721e-13 2.72864631455869e-11 1.16476542270375 0.245140955842896 9.11233644197491e-08 7.40029831554624e-06
2054==60 68 53 50 59 46 55.1725780974574 -0.130242041274265 0.207437304060027 0.363815994170904 0.999550476130121 -0.000591009704543683 0.0548259110473613 0.956686290644516 0.999999433852421
2055==67 52 70 68 59 79 64.8135883848482 0.0528833499848308 0.192463988596204 0.701622853104587 0.999550476130121 0.00020480887481891 0.0546680964352545 0.98754889547194 0.999999433852421
2056==22 33 25 24 31 21 25.6047917097837 -0.0367661032439081 0.216103656296177 0.781421851465174 0.999550476130121 -0.000594824735190904 0.0553846367843045 0.941669534573087 0.999999433852421
2057==55 47 52 64 34 54 50.2344633838984 -0.0186430284544285 0.200264743586812 0.888550686270328 0.999550476130121 -0.00178721681970394 0.0549532846138531 0.868046197048983 0.999999433852421
2058==80 91 108 106 99 78 92.2528078431973 -0.000760832459234499 0.183630783258158 0.994145360305181 0.99993894890947 0.000440776460967847 0.0542900326741125 0.97456111339645 0.999999433852421
2059==96 100 114 135 79 112 104.383886593596 0.0271860195376513 0.186739634672514 0.843383752942921 0.999550476130121 0.000834303849171465 0.0541596041064423 0.953514441749561 0.999999433852421
2060==25 16 16 10 16 12 15.6154431790785 -0.217380758114846 0.301494824774283 0.148249909113345 0.999550476130121 9.52949175268509e-05 0.0556188266625372 0.989661970882038 0.999999433852421
2061==75 90 73 100 104 80 85.6134443197815 0.135161084162833 0.196802558974206 0.344713270647801 0.999550476130121 -0.000373659216638493 0.054376105920697 0.975836756200197 0.999999433852421
2062==64 92 80 68 79 77 75.5008864157016 -0.0525288379872706 0.188291309789594 0.70067092309278 0.999550476130121 0.000556621931884466 0.0545126683491592 0.965678028565051 0.999999433852421
2063==77 62 118 99 112 84 90.5813068888119 0.0898276729375173 0.201309338804606 0.522284743458877 0.999550476130121 0.000958287930494765 0.0543436038566141 0.945394312202145 0.999999433852421
2064==75 73 66 63 60 72 67.1449297479558 -0.0857665635907699 0.191731040775321 0.536217767047453 0.999550476130121 -1.59859694483404e-05 0.0546272693148718 0.999993870472806 0.999999433852421
2065==124 144 104 126 129 117 122.092382437897 -0.0126479252327101 0.175977678520693 0.923722280551468 0.999550476130121 -0.000237067404212155 0.0539460832842466 0.981629775438146 0.999999433852421
2066==111 115 131 76 105 73 100.418391812271 -0.357951070850803 0.241404567511536 0.0361836831012075 0.685032025362758 -8.78125388469179e-06 0.05421628114896 0.998353759231895 0.999999433852421
2067==61 51 34 50 55 38 47.4331004612276 -0.0231402131805025 0.202517308806177 0.86275861125399 0.999550476130121 0.000730221217062722 0.0549710505906671 0.930877259203834 0.999999433852421
2068==79 59 90 90 82 89 80.2322636333896 0.0949571017677975 0.193393563414504 0.497853412125673 0.999550476130121 0.000255831679343363 0.0544482276658104 0.987555599381017 0.999999433852421
2069==231 175 217 216 246 150 202.75696740679 -0.0268105443882411 0.181121635057683 0.841579999350659 0.999550476130121 -0.000102227003200126 0.0533006834341671 0.993892707396638 0.999999433852421
2070==86 106 95 94 97 94 93.8755008434852 -0.0184735009457664 0.178008702976515 0.889982730616718 0.999550476130121 -0.000509885959430019 0.0542614778311852 0.964474795178513 0.999999433852421
2071==38 40 47 45 30 39 39.2469661617812 -0.0710093581712642 0.20759042291729 0.605588934835308 0.999550476130121 5.17977872401608e-05 0.0551048608070693 0.997148471734237 0.999999433852421
2072==61 81 66 73 79 87 73.3097526174341 0.0988526745064976 0.193429497195397 0.481057087614903 0.999550476130121 0.000424025301600161 0.0545426670818016 0.973969667211986 0.999999433852421
2073==91 59 72 78 89 70 75.3249540239477 0.0377838677857172 0.189971626666488 0.783839730627334 0.999550476130121 0.000530163363380108 0.0545190128464277 0.967245074028882 0.999999433852421
2074==11 12 12 21 9 10 12.3084743388334 0.0444393046010534 0.238644156999809 0.713168531678776 0.999550476130121 -0.00129020973968978 0.0557158943441515 0.824258312666984 0.999999433852421
2075==109 148 120 140 136 131 128.62414769598 0.0529236579636061 0.176530041327112 0.697329634103244 0.999550476130121 2.26715764830191e-05 0.0538806469961218 0.999739453297099 0.999999433852421
2076==92 112 120 105 127 107 108.79579507669 0.0248043739775248 0.178476938296117 0.855756513559114 0.999550476130121 -0.00110509146595731 0.0541025970226568 0.934857439089365 0.999999433852421
2077==3 5 5 3 3 2 3.45330584428519 -0.0783248160224601 0.272356983245901 0.368913397256821 0.999550476130121 5.84596702848198e-05 0.0559142712336668 0.986640681667562 0.999999433852421
2078==58 53 53 59 54 67 56.4361476753466 0.0583185901644668 0.193139480419526 0.67322841393977 0.999550476130121 8.48364020049281e-07 0.0547947233089769 0.998867853459821 0.999999433852421
2079==69 41 61 51 55 53 54.1868708203252 -0.0623616045521015 0.199870930866851 0.64991296279557 0.999550476130121 0.000408212948154492 0.0548453197752087 0.971378967696972 0.999999433852421
2080==32 31 25 19 27 31 27.0863591089836 -0.0869952180238386 0.222166981353642 0.525443271756214 0.999550476130121 -5.93959259860799e-05 0.0553504798652596 0.9929237127037 0.999999433852421
2081==89 70 60 80 54 57 67.3352789767408 -0.11354206941395 0.205444785018445 0.423869076080066 0.999550476130121 -0.000299130826853503 0.0546420565939743 0.978785195551885 0.999999433852421
2082==19 22 12 19 20 25 19.1811116684754 0.0866045862951894 0.233434765206366 0.515763705599948 0.999550476130121 -0.000183306672282108 0.0555289602952384 0.978028668096491 0.999999433852421
2083==30 28 25 128 108 112 70.4062610786022 1.97181535635791 0.279632634477401 1.11576859700551e-13 5.68745237505523e-12 1.2064633932336 0.287945075414546 1.23863554315247e-06 8.66412000732123e-05
2084==99 71 83 84 102 109 89.8827581512811 0.113062277886548 0.193706965999194 0.423580404600766 0.999550476130121 0.000453239744710276 0.0543243827833418 0.975633359713854 0.999999433852421
2085==126 108 97 89 101 107 103.101716792127 -0.105334835439135 0.186426509646039 0.447754861756315 0.999550476130121 0.000326988582934928 0.0541563864491855 0.982245302241493 0.999999433852421
2086==17 9 12 19 17 20 15.4064784842241 0.185501010798721 0.281784369751093 0.199055180404123 0.999550476130121 -0.000935009121016617 0.0556330508058492 0.887098092412923 0.999999433852421
2087==85 74 94 208 224 316 163.621419185625 1.464710489017 0.250359001982603 3.04263761284995e-10 1.02667592408243e-08 -0.000848026438634099 0.053852947121952 0.95316286257034 0.999999433852421
2088==37 31 58 38 41 41 40.3942731218271 -0.040757426609109 0.206809005891387 0.76318651702826 0.999550476130121 -0.000222155109183859 0.0550908120678951 0.982789864895498 0.999999433852421
2089==43 85 47 60 48 73 58.395878177977 0.0121600530174111 0.203596833488123 0.93014575987605 0.999550476130121 -0.000724536403194422 0.0547992811496387 0.948249893652012 0.999999433852421
2090==30 17 29 17 21 17 21.5334740478746 -0.197070978195613 0.272474313126932 0.189344159545494 0.999550476130121 0.000341188180191465 0.0554841804847403 0.965511852398806 0.999999433852421
2091==23 36 32 34 43 33 32.9618227365373 0.111140670910782 0.221814162362643 0.431504716279847 0.999550476130121 0.000232304136314467 0.0552317439340988 0.981202711008899 0.999999433852421
2092==58 41 49 66 43 43 49.248774493828 0.00787700273082765 0.199830451016908 0.955814058653487 0.999550476130121 -0.000438646967088779 0.0549298320166805 0.955880856636312 0.999999433852421
2093==37 29 42 31 41 43 36.5919503365226 0.030002951001492 0.205363214256824 0.826732254425987 0.999550476130121 0.00176860639090604 0.0551954672962952 0.854523955116209 0.999999433852421
2094==35 45 45 42 30 50 40.5399089494029 -0.0255252736946305 0.203685427366192 0.8496577129154 0.999550476130121 -5.71174327793464e-05 0.0550838673136481 0.994839300279531 0.999999433852421
2095==40 49 33 52 36 50 42.646131101014 0.0722285687043619 0.207116734809561 0.602171014689684 0.999550476130121 -0.000105626179531067 0.0550458788991695 0.996995083757542 0.999999433852421
2096==70 80 90 63 42 82 70.1474127061982 -0.210535897799713 0.233798077337683 0.172551906470678 0.999550476130121 0.000227900736436772 0.054616537206332 0.986501322629282 0.999999433852421
2097==56 97 75 80 84 73 76.2962246520988 0.0176578313731622 0.190453294384789 0.898552233847568 0.999550476130121 0.00038554777571072 0.0545070341275218 0.977282729812654 0.999999433852421
2098==60 67 65 87 76 66 69.057626760902 0.130148456545552 0.200000087165228 0.362531615522627 0.999550476130121 0.000609019491162588 0.0546073317248611 0.961463592682873 0.999999433852421
2099==5 7 7 3 6 4 5.25888894087748 -0.0876281492748913 0.268476639712839 0.386653680784397 0.999550476130121 0.00229674652168049 0.0559397213446799 0.55572953664306 0.999999433852421
2100==60 70 74 75 79 75 71.0352596690644 0.0802343063767795 0.189439424764703 0.563371327661839 0.999550476130121 -0.000666214718170356 0.0545742049372945 0.954106903314118 0.999999433852421
2101==96 85 100 109 107 90 96.3254417550678 0.0583195557833163 0.181085755492885 0.670420962242815 0.999550476130121 0.00018787015964692 0.0542337108957813 0.989080279904791 0.999999433852421
2102==91 97 101 80 72 100 88.8331366052058 -0.128060319940161 0.194172661167088 0.366191355320629 0.999550476130121 -0.000649746438208917 0.0543365865186434 0.959742649584028 0.999999433852421
2103==28 98 61 80 48 88 66.0828076532529 0.0706352671021686 0.22336231776312 0.600822346294732 0.999550476130121 -0.00118017420715113 0.0547538825291654 0.917555745831893 0.999999433852421
2104==53 79 91 416 300 340 208.896644012523 2.16531923060031 0.254043191685955 8.82024792047359e-19 1.11216362923551e-16 1.44275752897142 0.198184600485112 1.6805041407583e-14 1.07361807872579e-11
2105==12 19 13 14 15 13 14.1143582984705 -0.0257799019753507 0.230826539881705 0.834212039466012 0.999550476130121 -0.000895688898896309 0.0556508665836911 0.885052331568628 0.999999433852421
2106==85 99 46 101 88 122 88.6546598572689 0.228878282165678 0.242212936069341 0.14715182988491 0.999550476130121 -0.00013494562730158 0.0543829156013111 0.991936501326485 0.999999433852421
2107==35 30 21 29 15 46 28.8712154649539 0.0151318668216979 0.220925183590028 0.908755929021234 0.999550476130121 -0.000683219217268825 0.0553468407520239 0.932981150427575 0.999999433852421
2108==128 118 155 113 87 160 124.953047926639 -0.0958551537595625 0.196429792913958 0.492646574260153 0.999550476130121 1.15311673084078e-05 0.0539427039215155 0.996466895162133 0.999999433852421
2109==62 64 81 67 49 57 62.4247006298608 -0.153560313640866 0.211235013731302 0.292763743965295 0.999550476130121 0.000433706376727139 0.0547122320506907 0.971684850499286 0.999999433852421
2110==29 74 47 54 61 56 52.6402527709344 0.0735888477326388 0.212209931610045 0.594438556463006 0.999550476130121 -0.000989157580778644 0.0549061504249603 0.927298822262745 0.999999433852421
2111==25 30 32 20 27 24 25.9506610871463 -0.132091027463494 0.234420994652779 0.352241993478928 0.999550476130121 0.00018847863096211 0.0553743263326838 0.9833127003538 0.999999433852421
2112==15 20 18 23 21 28 20.4882363576145 0.164295574955156 0.256440928147498 0.257450477754675 0.999550476130121 0.000133677759054711 0.055496682186333 0.982791137457184 0.999999433852421
2113==53 36 52 84 41 61 53.6332643802797 0.186035899333418 0.239974057959113 0.219852707296335 0.999550476130121 -0.000402572410109453 0.0548822680071672 0.971012409650404 0.999999433852421
2114==116 125 133 129 109 131 121.955666280388 -0.0247496349736723 0.173902009924087 0.852043811623131 0.999550476130121 0.000184864509265682 0.0539438202265167 0.991938622257041 0.999999433852421
2115==80 94 77 102 80 102 87.7577761885767 0.0885935494861203 0.188148184314945 0.523088405378338 0.999550476130121 0.000339365180175796 0.0543439535179302 0.982504123808172 0.999999433852421
2116==61 57 37 38 32 34 42.5665410833645 -0.361072329150358 0.295629035522409 0.0480036480858419 0.836398108375678 -7.18968627671153e-05 0.0550666700915993 0.993002164743525 0.999999433852421
2117==78 108 101 37 52 74 73.9932405201501 -0.65541538169133 0.305839403334542 0.00317193126587856 0.0771487749261782 0.000127668930314105 0.0546148697482468 0.992752871367309 0.999999433852421
2118==96 88 101 75 93 97 90.2906857846715 -0.0728330036097941 0.184436516324505 0.594794643655235 0.999550476130121 0.000542169278223904 0.0543122630057998 0.97073611687229 0.999999433852421
2119==72 40 74 81 40 48 58.321483036121 -0.0685147727883225 0.213284656971652 0.615757636167324 0.999550476130121 -0.000292739073044975 0.0548088173544738 0.977983857559266 0.999999433852421
2120==11 9 7 16 11 14 11.1430502916521 0.163784651456896 0.28391724614595 0.221607319396102 0.999550476130121 0.000203530291343485 0.0557206193787947 0.969307629103746 0.999999433852421
2121==98 99 121 105 115 82 101.797171240289 -0.0542667472986245 0.183841097085463 0.68999849538674 0.999550476130121 0.000144379844940438 0.0541740698393488 0.993063347505661 0.999999433852421
2122==61 43 78 63 48 56 57.3208956741028 -0.0705345171651327 0.202954504476117 0.608905725070208 0.999550476130121 0.000377338863594684 0.0547988318841482 0.974983013340847 0.999999433852421
2123==8 7 6 10 6 8 7.38255440274281 0.033162576096278 0.247272028308462 0.760516870723774 0.999550476130121 0.000201843330578157 0.0558094160945318 0.966871041277569 0.999999433852421
2124==85 78 60 65 81 52 69.1245773487154 -0.100564877971981 0.201396240236668 0.474023852179323 0.999550476130121 -0.000115219015236209 0.0546121460218069 0.99060420777983 0.999999433852421
2125==77 79 58 97 120 71 82.2949127788497 0.239652901460111 0.234881880457562 0.130529230241819 0.999550476130121 0.000174813349702828 0.0544456574896245 0.990258586004555 0.999999433852421
2126==36 57 63 33 50 55 48.2669292994777 -0.0909019419065763 0.212844830936851 0.513725799625078 0.999550476130121 -0.000586072681019745 0.0549629626873637 0.954471677839224 0.999999433852421
2127==25 26 21 30 27 36 27.0491973401935 0.150700845377407 0.238899590448866 0.300209867032029 0.999550476130121 0.000840910912996246 0.0553592245345416 0.922660424668734 0.999999433852421
2128==37 48 43 64 53 42 47.071220129004 0.146974102807437 0.219739824836582 0.314780698817441 0.999550476130121 -0.000336608610595836 0.0549677405214646 0.972949619435326 0.999999433852421
2129==41 27 48 47 59 43 43.4625589536112 0.165236095592296 0.231529178442404 0.266098436551653 0.999550476130121 0.000228828279447422 0.0550426443945441 0.983651362967983 0.999999433852421
2130==12 11 10 10 10 9 10.1808836287173 -0.0509031169552294 0.242190345094735 0.66582309612452 0.999550476130121 -0.000489699122523818 0.0557376907925709 0.926987048065391 0.999999433852421
2131==67 59 56 38 33 53 50.2898681956029 -0.364278119826784 0.281163433536768 0.0439184518746323 0.788809254295853 0.000523320940478211 0.0549350428248562 0.96206466709924 0.999999433852421
2132==85 98 62 80 98 60 79.27018740229 -0.0315942373982721 0.19400458950203 0.815951963730288 0.999550476130121 -0.000433087610636222 0.0544743504394763 0.97136699894755 0.999999433852421
2133==5 2 5 5 3 4 3.94120952036759 -0.00254759327594938 0.256167813497568 0.975678447038822 0.999550476130121 0.00146418223237584 0.0559293145637673 0.669116849441307 0.999999433852421
2134==84 65 98 99 87 69 82.4109551528998 0.0124381104472403 0.188976849978474 0.928716185749106 0.999550476130121 -0.000893818917132801 0.0544310612629366 0.943798061949919 0.999999433852421
2135==71 72 59 94 84 87 76.5634855573125 0.230542591646205 0.217531802440985 0.134200842771365 0.999550476130121 0.000354948071554507 0.0545029946330816 0.979575323564786 0.999999433852421
2136==3 5 5 2 4 6 4.10247657003181 -0.016567014013151 0.256285684400056 0.850606548509084 0.999550476130121 0.000728477085595071 0.0559045983184117 0.834671772001723 0.999999433852421
2137==15 11 12 12 10 14 12.1479176280361 -0.0267933677760833 0.234653277383897 0.823610384007281 0.999550476130121 0.000197352469695956 0.0556882266263983 0.974972288410678 0.999999433852421
2138==24 25 34 24 28 29 26.9209537241942 -0.0235155736170418 0.212488454637318 0.86288981821422 0.999550476130121 0.000236665400858209 0.0553503077680235 0.979469252839872 0.999999433852421
2139==49 33 41 34 20 42 35.9807183262033 -0.171921617609481 0.244152469927025 0.246802795595311 0.999550476130121 -0.000765348119946116 0.0552012434632995 0.933432614174653 0.999999433852421
2140==72 49 59 79 70 70 65.44686054252 0.14363278743243 0.206712165706094 0.321954625256653 0.999550476130121 0.000372799769392774 0.0546643586992039 0.97573873910714 0.999999433852421
2141==81 77 71 67 87 63 73.2125927339618 -0.0536715247504713 0.188547275593154 0.694213135150598 0.999550476130121 0.000483059464062144 0.0545437768793489 0.968754842353572 0.999999433852421
2142==10 16 10 14 14 10 12.1411184453622 0.0150226900352346 0.23437881212033 0.902058922349917 0.999550476130121 0.000906197227640649 0.0556990578864481 0.880232202776626 0.999999433852421
2143==64 58 37 64 68 40 54.308753435241 0.0418211448792488 0.204078980829578 0.760860926809109 0.999550476130121 -0.00013586372030526 0.0548550035133101 0.989123052594685 0.999999433852421
2144==57 47 38 61 40 39 46.2930625094498 -0.0188603536638469 0.202159486954835 0.887760096483637 0.999550476130121 -0.000609971667675514 0.0549879519305481 0.951949831178529 0.999999433852421
2145==69 41 57 224 156 256 131.195280898449 1.82917415262356 0.277618951864433 2.56582679267342e-12 1.04631141081657e-10 -5.62391565322966e-05 0.0542566595465098 0.994386629294995 0.999999433852421
2146==14 14 14 14 9 13 12.8102839447718 -0.0688903691351743 0.240059468517547 0.57971868828377 0.999550476130121 -8.34124011855889e-05 0.0556721111029394 0.987927452070855 0.999999433852421
2147==51 45 75 40 60 49 52.5575283412104 -0.106557779298077 0.211974394235242 0.451048357280288 0.999550476130121 0.000817460229322893 0.0548864973934238 0.943699869792036 0.999999433852421
2148==4 5 6 6 6 2 4.76296483760403 -0.0164425633247877 0.254065900214114 0.859396331455472 0.999550476130121 -0.000765873757163839 0.0558885298895349 0.835467114047288 0.999999433852421
2149==75 60 55 71 52 72 63.1816642130014 0.00787156666101866 0.191632961912868 0.955303242540657 0.999550476130121 -0.000284584393209667 0.0546963098500356 0.988561949211868 0.999999433852421
2150==52 44 47 66 69 35 51.3511127469119 0.107029126589637 0.214452126473069 0.449738762280893 0.999550476130121 -0.000996019659735383 0.0549165730802269 0.921867597552562 0.999999433852421
2151==4 4 4 4 3 4 3.77624704682413 -0.0169940705059653 0.257103962089464 0.844416643413325 0.999550476130121 -0.000466930463146399 0.0559024781405423 0.890340660454845 0.999999433852421
2152==24 36 34 35 30 45 33.4557361607924 0.0885987984635676 0.217062780048408 0.524207744230678 0.999550476130121 4.92638375713948e-05 0.0552222850216285 0.997192141744692 0.999999433852421
2153==89 84 81 113 58 83 83.3915491843611 -0.010784515147516 0.192630089868486 0.93554564903251 0.999550476130121 0.000168350106068393 0.054418252902875 0.99099109298024 0.999999433852421
2155==32 18 25 24 29 27 25.4356178134674 0.0270809743057115 0.215565033621729 0.839860563710392 0.999550476130121 -6.69206967917863e-05 0.0553848068423806 0.990863582180379 0.999999433852421
2156==12 11 10 10 14 8 10.6694943278859 -0.0162066067731438 0.237357844961564 0.888950555837362 0.999550476130121 -0.000468099238832058 0.055726873399394 0.930958775611214 0.999999433852421
2157==56 55 75 44 63 49 56.1751530327903 -0.144175597886401 0.214241002186852 0.320698774619905 0.999550476130121 0.000898920918147064 0.054823283317207 0.93745537397871 0.999999433852421
2158==29 32 24 16 27 18 23.9872258025114 -0.217998784911279 0.275930493555602 0.160566535326145 0.999550476130121 -7.40321928334476e-05 0.0554270758136764 0.990910129101855 0.999999433852421
2159==57 55 50 60 55 67 56.4288709623116 0.0764975383851247 0.195302879693118 0.582823584439966 0.999550476130121 0.000447366712996262 0.054798289069104 0.969412257150576 0.999999433852421
2160==111 93 93 91 134 109 103.505940825445 0.0831841996372772 0.187218154673748 0.547465647604287 0.999550476130121 -0.0010965734562373 0.054169752129308 0.936496371844309 0.999999433852421
2161==15 17 10 13 13 15 13.6194036274111 -0.0160054120763946 0.231141416599604 0.89523730225427 0.999550476130121 -0.000354741245052574 0.0556529619922031 0.953127328266167 0.999999433852421
2162==83 72 69 80 77 74 74.6700869626222 0.0123509507428338 0.182943849851395 0.928800613666043 0.999550476130121 0.000627784798565076 0.0545192265251935 0.962326117673869 0.999999433852421
2163==14 11 12 13 13 11 12.1467652859288 -0.00582199008131453 0.233180955596524 0.960136537724612 0.999550476130121 -0.00119731857701572 0.0557031696649204 0.838847795778753 0.999999433852421
2164==47 56 35 45 57 52 47.8896936782086 0.0653738195999991 0.202463513218548 0.636651245853725 0.999550476130121 -0.000123895517015831 0.0549494335738233 0.989308629282628 0.999999433852421
2165==101 91 107 139 107 117 108.589187582205 0.158096803452647 0.194407920900931 0.271351159753121 0.999550476130121 0.000515669128875282 0.0541003598905863 0.971672650818416 0.999999433852421
2166==38 48 40 62 42 46 45.2717319126313 0.112070386668572 0.212035887876412 0.430927166427796 0.999550476130121 -8.32240103485625e-05 0.0549959183255328 0.992115385570075 0.999999433852421
2167==73 58 67 65 67 62 64.3485660174266 -0.0274942619467085 0.187496325060647 0.839206385630993 0.999550476130121 -0.000496174145546578 0.0546710756401971 0.966872889815317 0.999999433852421
2168==13 14 17 16 10 14 13.7943394258129 -0.0460345873632646 0.233909434351933 0.710366611014798 0.999550476130121 -0.000569402063064172 0.0556514785033327 0.926056444383947 0.999999433852421
2169==47 44 55 40 40 36 43.0462659125618 -0.186583328765046 0.229973134313057 0.216986306255868 0.999550476130121 -0.000993565268881683 0.0550470059481531 0.921539468111753 0.999999433852421
2170==55 78 49 276 232 216 148.017826644455 1.90840396358565 0.2527627334494 2.5668410432382e-15 1.75299811707524e-13 -0.000376178563391027 0.0541293054854169 0.964320111141725 0.999999433852421
2171==70 72 57 48 76 56 62.2148743701305 -0.085166121313736 0.199869053774772 0.540431615606406 0.999550476130121 -0.000143721272726303 0.0547134658712368 0.989028395643885 0.999999433852421
2172==14 10 11 16 11 13 12.3053983516608 0.0463868420841545 0.236951565116735 0.705429206851506 0.999550476130121 -7.05134906097589e-05 0.0556832864067706 0.985681800963254 0.999999433852421
2173==16 15 14 11 14 24 15.4166810956431 0.0296957188679364 0.230437964324872 0.812772077856624 0.999550476130121 0.000621811297328954 0.0556207580918753 0.926654311466152 0.999999433852421
2174==11 14 10 15 13 7 11.4901260995271 -0.0052974836915854 0.235873651964776 0.962920025806851 0.999550476130121 -0.00112084686506889 0.0557241224241964 0.83831984509425 0.999999433852421
2175==43 38 62 60 54 41 48.9140675543776 0.0435645482607496 0.202613661784608 0.751731718002184 0.999550476130121 0.000444376523965037 0.0549388373272912 0.968289833964357 0.999999433852421
2177==88 105 116 98 120 82 99.9726945824735 -0.0354447018756608 0.18437570833644 0.792643629703251 0.999550476130121 0.00145615476551706 0.0542217786443125 0.918011963135441 0.999999433852421
2178==40 37 45 30 45 41 39.0677310245714 -0.0432485374831769 0.204073877883804 0.75033396783934 0.999550476130121 0.000848945724496591 0.0551156438254228 0.932493326731147 0.999999433852421
2179==52 54 52 52 44 66 52.5088752101979 0.00686182615145489 0.194191270913891 0.961186388723509 0.999550476130121 0.000460739121069919 0.0548656272795969 0.967289646235047 0.999999433852421
2180==39 37 20 42 35 35 34.1131201481327 0.0854077162346495 0.217788909340804 0.537407059227953 0.999550476130121 -0.00123322756808709 0.0552374450293262 0.892107805986432 0.999999433852421
2181==89 97 55 73 80 70 76.1573009200963 -0.0686914730944166 0.195913670871474 0.618661358149172 0.999550476130121 -0.000665723265391256 0.0545176450968514 0.956347405035028 0.999999433852421
2182==103 75 68 75 94 76 80.5832693232143 -0.0146665397800524 0.188110341352094 0.912905808398543 0.999550476130121 -0.000298651100639698 0.0544442211719254 0.980953192581512 0.999999433852421
2183==111 107 138 142 77 83 108.108239077417 -0.137441286259773 0.209725223915139 0.340486546378514 0.999550476130121 -0.000871734874346223 0.0541389291974171 0.948970892431064 0.999999433852421
2184==61 81 96 80 68 85 77.3142848105248 -0.0276682984446148 0.189164547011103 0.838071613474694 0.999550476130121 0.00109013545669603 0.054503326628316 0.934768549229471 0.999999433852421
2185==39 25 42 27 21 34 30.892884838135 -0.173739328367199 0.24785475356419 0.241579788895737 0.999550476130121 -0.00104569453314439 0.055298968944101 0.902369401971811 0.999999433852421
2186==56 66 53 35 56 35 49.455754804055 -0.285171114570131 0.264223190308959 0.0887396050065068 0.999550476130121 -0.000153202209830097 0.0549423633514512 0.989033045685773 0.999999433852421
2187==12 10 10 13 9 13 10.9930339087919 0.0271120830792049 0.237207522148717 0.820287353655405 0.999550476130121 0.000281456995323959 0.0557171763283967 0.962660536077263 0.999999433852421
2188==73 75 85 96 105 72 83.0100119307433 0.115790620253483 0.196000924853228 0.413379642053056 0.999550476130121 -0.00096196278050828 0.0544217964596749 0.938860346314313 0.999999433852421
2189==86 30 63 58 83 61 62.5183128458506 0.0634391582499603 0.214152020419533 0.643153881238342 0.999550476130121 -0.000448611657679882 0.0547590213771267 0.967245733751786 0.999999433852421
