"loop"=="WT_1" "WT_2" "WT_3" "TRT_1" "TRT_2" "TRT_3" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "log2FoldChange" "lfcSE" "pvalue" "padj"
126==52 53 66 57 47 58 54.6718250700163 -0.0510592891533205 0.19485394918451 0.710677633420786 0.999550476130121 0.000750011225572792 0.0548335435805598 0.94727707854904 0.999999433852421
127==10 10 15 10 12 13 11.4897594154961 -0.00568482662861453 0.235060809806393 0.96057835963237 0.999550476130121 0.0011880201984774 0.0557220149405004 0.838606898072149 0.999999433852421
128==20 35 32 28 31 28 28.5551732238884 -0.00868397588816263 0.211553665037336 0.946788763630406 0.999550476130121 0.00098524300872051 0.0553325394538588 0.910520664884483 0.999999433852421
129==128 147 159 75 147 162 134.281218021144 -0.10244085711017 0.203705162083545 0.467557301094049 0.999550476130121 -0.000410783935852958 0.053870902490379 0.975087101232309 0.999999433852421
130==69 74 30 78 44 53 57.1049293980295 -0.00156478333933356 0.210443844627836 0.989073430303271 0.99993894890947 -0.000236412319570824 0.0548383427280782 0.983464017571249 0.999999433852421
132==80 98 83 111 80 104 91.2074604034512 0.0874177614771355 0.188878292299462 0.530324949832427 0.999550476130121 0.000106635383789942 0.0543017534661889 0.994003047533407 0.999999433852421
133==82 92 69 69 77 91 78.7665667549566 -0.031396517660537 0.185954088661536 0.816489998136498 0.999550476130121 -0.00104930745785544 0.0544761096128567 0.933359033887609 0.999999433852421
134==47 28 30 36 34 39 35.1188269782762 0.0135904755784604 0.206815258817963 0.921209306057146 0.999550476130121 -0.000560328018847451 0.0551911691563775 0.948809478569362 0.999999433852421
135==59 64 67 74 50 40 58.1506942415611 -0.116788751673694 0.210561317616493 0.411230462586437 0.999550476130121 0.000163735305363589 0.054786318313046 0.989528175173301 0.999999433852421
136==23 20 10 20 17 28 19.3438635211181 0.0909566108949997 0.237251573135554 0.492551387917666 0.999550476130121 0.00163293090025799 0.0555685104149253 0.822240195970694 0.999999433852421
137==67 40 45 45 58 44 49.0832907023874 -0.0325865286533045 0.201341383680516 0.809899908596251 0.999550476130121 0.00130319112938334 0.0549535512275239 0.916385672674664 0.999999433852421
138==58 73 72 64 61 63 64.1914267832292 -0.0714071857584413 0.191491884067653 0.604483396898595 0.999550476130121 -0.00058975483153279 0.0546776997850096 0.960354909112129 0.999999433852421
139==53 39 40 56 50 38 45.2925195638162 0.0485861918767711 0.20215776423385 0.724395253079124 0.999550476130121 -0.000537326486132214 0.0549997692853437 0.957162471563918 0.999999433852421
140==92 52 86 51 76 55 67.6959980507777 -0.190056063746909 0.231467496290959 0.20975410957186 0.999550476130121 0.000215136306767813 0.054653097206489 0.986863287987596 0.999999433852421
141==43 44 46 48 39 50 44.3095750142187 0.00994843931304286 0.196739272950831 0.943143582510675 0.999550476130121 -0.000403582979610468 0.0550067024095368 0.966596302885934 0.999999433852421
142==194 187 201 188 232 209 198.69053067224 0.0573747696384606 0.167547190263701 0.66809004130682 0.999550476130121 -0.000358178608758228 0.0533084749373484 0.981302687929279 0.999999433852421
143==39 33 43 57 43 49 43.2952546313675 0.182161948856976 0.230500817130035 0.227244976866708 0.999550476130121 -0.000532972747625945 0.0550375699854084 0.955062094450662 0.999999433852421
144==54 97 59 64 130 99 82.4081756514975 0.24315093651843 0.258389372671199 0.131201052579939 0.999550476130121 -0.000189209888319055 0.0544743692066975 0.986744279431473 0.999999433852421
145==57 77 75 71 50 39 60.6375595794507 -0.222462806699167 0.241008174173936 0.155432599741097 0.999550476130121 0.0007713709276375 0.0547687988001947 0.947436829060545 0.999999433852421
146==107 106 64 55 91 85 83.3992011571918 -0.146927646164169 0.216397195125154 0.312763978701342 0.999550476130121 0.00101614422842342 0.0544460260152172 0.938484429498319 0.999999433852421
147==15 11 19 19 19 8 14.9427025729554 0.002842138351296 0.231100822480276 0.982979513253141 0.999550476130121 0.000373801825149627 0.0556356436443561 0.954207759334631 0.999999433852421
148==100 68 63 57 88 85 75.648637598722 -0.0139990741081721 0.194570197623483 0.916268954587857 0.999550476130121 -0.00033064034011257 0.0545250698501366 0.97755772296141 0.999999433852421
149==13 6 8 12 11 15 10.6543456682287 0.121257698863205 0.264519867808637 0.334068037175461 0.999550476130121 6.05792837885285e-05 0.0557368456383765 0.992892508483741 0.999999433852421
150==24 18 18 16 28 24 20.9939090563761 0.0559832189701674 0.224592286773467 0.672165121700174 0.999550476130121 0.00112031148225331 0.055499369993086 0.884310908489942 0.999999433852421
151==66 57 47 74 63 64 60.8517342383655 0.117720300707511 0.202524571178518 0.408619363242889 0.999550476130121 -0.000619158842308312 0.0547357372377163 0.956171908138338 0.999999433852421
152==60 56 43 61 44 71 54.9516867709704 0.0605319889367136 0.200522650599325 0.66214395760014 0.999550476130121 0.0003576235368815 0.0548341536680071 0.97565772029678 0.999999433852421
153==37 41 30 49 35 39 37.8935806938585 0.0756301080900766 0.209418869789984 0.58601695876381 0.999550476130121 0.000598236934921736 0.0551346392691592 0.955576424217017 0.999999433852421
154==28 49 38 32 38 36 36.2744827075323 -0.0613194336842564 0.21003402926478 0.655180604892452 0.999550476130121 -0.000453682446109853 0.055167460255982 0.96667131437549 0.999999433852421
155==96 94 137 133 59 84 99.079766687545 -0.129627512487891 0.217859376163709 0.366472408837658 0.999550476130121 0.000797889960892786 0.0542597309077297 0.953941722487403 0.999999433852421
156==36 27 19 26 30 34 28.2124875770186 0.0443065544680684 0.215394089472788 0.74260316996109 0.999550476130121 -0.00104453374329077 0.0553437008276839 0.901462051084747 0.999999433852421
157==39 52 55 52 63 53 51.50650099082 0.0909129738381424 0.202719563379606 0.51753140214651 0.999550476130121 -0.000989386149936082 0.0548964346529 0.927618663230767 0.999999433852421
158==88 91 70 60 77 89 77.9654373173145 -0.0875213181146468 0.194014675056773 0.52892159074325 0.999550476130121 0.000396295736950774 0.0544824580748941 0.97449569853263 0.999999433852421
159==19 24 23 13 19 8 17.4312656452649 -0.322117724888806 0.365358687207029 0.0680272337293604 0.999550476130121 0.000165732960748073 0.0555894749532939 0.98184676486668 0.999999433852421
160==63 59 61 44 65 69 59.2448364711964 -0.0314147095651266 0.193483100440557 0.817064915442483 0.999550476130121 0.000262561288308007 0.0547581659865096 0.983126268871852 0.999999433852421
161==24 21 22 124 88 68 56.7059092884006 1.94281268272123 0.323622228288744 1.17416151266009e-10 4.10656561161375e-09 1.17366622599722 0.328265580832187 1.44854903325838e-05 0.000925429692381002
162==51 46 39 34 61 35 43.6592992835271 -0.0383291013688533 0.20610366294821 0.776763446077371 0.999550476130121 -0.00131190528891731 0.055055463183108 0.899087249419785 0.999999433852421
